USER_ID;SEX;AGE;GROUP_NO
3953630;F;0;35527763
3953630;F;0;126217989
3953630;F;0;125423102
3953630;F;0;103569796
3953630;F;0;46117626
3953630;F;0;123777217
3953630;F;0;73123015
3953630;F;0;24244494
3953630;F;0;45115825
3953630;F;0;124824848
3953630;F;0;120560565
3953630;F;0;56977099
3953630;F;0;25413992
3953630;F;0;70159168
3953630;F;0;104331145
3953630;F;0;111093145
3953630;F;0;25225700
3953630;F;0;124558620
3953630;F;0;122073928
3953630;F;0;87216142
3953630;F;0;110154555
3953630;F;0;117590360
3953630;F;0;78719690
3953630;F;0;25534632
3953630;F;0;40582577
3953630;F;0;41775509
3953630;F;0;58815913
3953630;F;0;38837377
3953630;F;0;78294661
3953630;F;0;40864834
3953630;F;0;29643763
3953630;F;0;42691885
3953630;F;0;103533174
3953630;F;0;104150554
3953630;F;0;89685220
3953630;F;0;78847721
3953630;F;0;106425246
3953630;F;0;102397375
3953630;F;0;21434998
3953630;F;0;53922241
3953630;F;0;66697089
3953630;F;0;105344205
3953630;F;0;165211
3953630;F;0;2646283
3953630;F;0;5914765
3953630;F;0;5959642
3953630;F;0;8396366
3953630;F;0;9323578
3953630;F;0;20217853
3953630;F;0;20833806
3953630;F;0;24253988
3953630;F;0;26515827
3953630;F;0;28231842
3953630;F;0;29324221
3953630;F;0;30105739
3953630;F;0;31270890
3953630;F;0;31992378
3953630;F;0;32311538
3953630;F;0;39277715
3953630;F;0;39827958
3953630;F;0;42391717
3953630;F;0;42743690
3953630;F;0;43011722
3953630;F;0;43637839
3953630;F;0;47485629
3953630;F;0;48170900
3953630;F;0;48413541
3953630;F;0;51818416
3953630;F;0;52654926
3953630;F;0;52888254
3953630;F;0;53015309
3953630;F;0;53399328
3953630;F;0;53441379
3953630;F;0;54432654
3953630;F;0;56386997
3953630;F;0;57275161
3953630;F;0;58231415
3953630;F;0;58348966
3953630;F;0;59904030
3953630;F;0;62336456
3953630;F;0;63574099
3953630;F;0;64160338
3953630;F;0;64436759
3953630;F;0;67048634
3953630;F;0;71267204
3953630;F;0;84699088
3953630;F;0;85590143
3953630;F;0;86016232
3953630;F;0;92441438
3953630;F;0;92445134
3953630;F;0;97121438
3953630;F;0;102974682
3953630;F;0;103018188
3953630;F;0;105119002
422787585;M;42;35457671
422787585;M;42;53028235
422787585;M;42;74889711
422787585;M;42;217557
422787585;M;42;128033123
422787585;M;42;74766128
422787585;M;42;140927803
422787585;M;42;24690318
422787585;M;42;34001496
422787585;M;42;33598391
422787585;M;42;105999460
422787585;M;42;40529013
422787585;M;42;29258893
422787585;M;42;32509740
422787585;M;42;34543413
422787585;M;42;29078047
422787585;M;42;42092461
422787585;M;42;34451036
422787585;M;42;48928605
422787585;M;42;56176916
422787585;M;42;23180464
422787585;M;42;33159467
422787585;M;42;46117626
422787585;M;42;40020627
422787585;M;42;47118092
422787585;M;42;40335272
422787585;M;42;45703770
422787585;M;42;48868052
422787585;M;42;35983383
422787585;M;42;18464856
422787585;M;42;43688579
422787585;M;42;32477579
422787585;M;42;32194285
422787585;M;42;34384434
422787585;M;42;65662695
422787585;M;42;19802817
422787585;M;42;39728801
422787585;M;42;48319873
422787585;M;42;34491673
422787585;M;42;460389
422787585;M;42;39009769
422787585;M;42;43879004
422787585;M;42;58170807
422787585;M;42;28477986
422787585;M;42;31836774
422787585;M;42;45441631
422787585;M;42;22798006
422787585;M;42;43215063
422787585;M;42;26419239
422787585;M;42;79051274
422787585;M;42;75911282
422787585;M;42;114396220
422787585;M;42;49388814
422787585;M;42;65653033
422787585;M;42;33489538
422787585;M;42;72112811
422787585;M;42;69608381
422787585;M;42;26211015
422787585;M;42;105002925
422787585;M;42;107901116
422787585;M;42;94255146
422787585;M;42;36018360
422787585;M;42;59498363
422787585;M;42;82453071
422787585;M;42;109714411
422787585;M;42;8862419
422787585;M;42;25380626
422787585;M;42;383476
422787585;M;42;27895931
422787585;M;42;26750264
422787585;M;42;33769500
422787585;M;42;30446366
422787585;M;42;55157869
422787585;M;42;48512305
422787585;M;42;104052041
422787585;M;42;106782500
422787585;M;42;121596111
422787585;M;42;4569
422787585;M;42;31852298
422787585;M;42;88437503
422787585;M;42;9693056
422787585;M;42;18403220
422787585;M;42;21118635
422787585;M;42;12256840
422787585;M;42;22186156
422787585;M;42;97753059
422787585;M;42;107268913
422787585;M;42;11254710
422787585;M;42;16202769
422787585;M;42;21723674
132595655;F;0;41883468
132595655;F;0;64296859
132595655;F;0;69671264
132595655;F;0;48724330
132595655;F;0;43215063
132595655;F;0;86218441
132595655;F;0;122895895
132595655;F;0;15829245
132595655;F;0;39980121
132595655;F;0;38683579
132595655;F;0;128049693
132595655;F;0;28477986
132595655;F;0;45259519
132595655;F;0;84875903
132595655;F;0;19899031
132595655;F;0;126100569
132595655;F;0;43074088
132595655;F;0;70649883
132595655;F;0;62623421
132595655;F;0;20249656
132595655;F;0;40498005
132595655;F;0;71729358
132595655;F;0;26833713
132595655;F;0;43000845
132595655;F;0;64891806
132595655;F;0;138880200
132595655;F;0;126100393
132595655;F;0;66815878
132595655;F;0;24371598
132595655;F;0;132564166
132595655;F;0;78766600
132595655;F;0;68895020
132595655;F;0;115335023
132595655;F;0;40287477
132595655;F;0;29830876
132595655;F;0;110857420
132595655;F;0;136958443
132595655;F;0;89753098
132595655;F;0;26669118
132595655;F;0;31051063
132595655;F;0;29514724
132595655;F;0;34351337
132595655;F;0;112563978
132595655;F;0;34894142
132595655;F;0;32939817
132595655;F;0;112292509
132595655;F;0;33248753
132595655;F;0;129585358
132595655;F;0;9959853
132595655;F;0;125770269
132595655;F;0;115987924
132595655;F;0;128386359
132595655;F;0;62019049
132595655;F;0;100755201
132595655;F;0;113272656
132595655;F;0;32885466
132595655;F;0;88345438
132595655;F;0;25171514
132595655;F;0;33603352
132595655;F;0;61248924
132595655;F;0;92189358
132595655;F;0;66729891
132595655;F;0;72621272
132595655;F;0;52429434
132595655;F;0;88294029
132595655;F;0;24507496
132595655;F;0;132376168
132595655;F;0;64310452
132595655;F;0;67273496
132595655;F;0;119359773
132595655;F;0;29773768
132595655;F;0;132674246
132595655;F;0;121339481
132595655;F;0;25426051
132595655;F;0;95056980
132595655;F;0;100536921
132595655;F;0;111610834
132595655;F;0;67030402
132595655;F;0;121644620
132595655;F;0;85622441
420998624;M;0;94808734
324747686;F;25;92573879
324747686;F;25;34113839
324747686;F;25;47688450
324747686;F;25;23471538
324747686;F;25;70838533
324747686;F;25;26696352
324747686;F;25;15393
324747686;F;25;28477986
324747686;F;25;129934444
324747686;F;25;35034571
324747686;F;25;80581470
324747686;F;25;28256828
324747686;F;25;28627911
324747686;F;25;38487700
324747686;F;25;34215577
324747686;F;25;29246653
324747686;F;25;69451589
324747686;F;25;91780871
197107473;M;19;86284414
197107473;M;19;31976785
197107473;M;19;45595714
197107473;M;19;62122883
197107473;M;19;63758929
197107473;M;19;42179119
197107473;M;19;24390680
197107473;M;19;74595166
197107473;M;19;29544671
197107473;M;19;6523189
197107473;M;19;95355317
197107473;M;19;27237360
197107473;M;19;114055471
197107473;M;19;29369218
197107473;M;19;57571202
197107473;M;19;17454662
197107473;M;19;133726577
197107473;M;19;55273553
197107473;M;19;29599237
197107473;M;19;40207609
197107473;M;19;121341584
197107473;M;19;108586313
197107473;M;19;39645210
197107473;M;19;1578815
197107473;M;19;119027256
197107473;M;19;61528135
197107473;M;19;71578843
197107473;M;19;59085032
197107473;M;19;27933556
197107473;M;19;102077859
197107473;M;19;132499250
197107473;M;19;122911281
197107473;M;19;39833689
197107473;M;19;97345737
197107473;M;19;117615741
197107473;M;19;136074172
197107473;M;19;100089602
197107473;M;19;28202415
197107473;M;19;50871181
197107473;M;19;81198781
197107473;M;19;116010944
197107473;M;19;50436816
197107473;M;19;38933734
197107473;M;19;54169630
197107473;M;19;23442097
197107473;M;19;60986094
197107473;M;19;78616012
203655461;F;0;99777252
203655461;F;0;144181254
203655461;F;0;86554234
203655461;F;0;123695926
203655461;F;0;135056306
203655461;F;0;460389
203655461;F;0;142810516
203655461;F;0;141549647
203655461;F;0;96050194
203655461;F;0;103421714
203655461;F;0;107315775
203655461;F;0;68016956
203655461;F;0;129593817
203655461;F;0;91050183
203655461;F;0;29369218
203655461;F;0;130594854
203655461;F;0;124628381
203655461;F;0;92397287
203655461;F;0;44781847
203655461;F;0;122037730
203655461;F;0;99750523
203655461;F;0;66615303
203655461;F;0;142744083
203655461;F;0;67779459
203655461;F;0;35850939
203655461;F;0;142929412
203655461;F;0;113243139
203655461;F;0;25849757
203655461;F;0;34757875
203655461;F;0;83220042
203655461;F;0;80718848
203655461;F;0;141424894
203655461;F;0;139939445
203655461;F;0;47679753
203655461;F;0;43879004
203655461;F;0;106964795
203655461;F;0;20449326
203655461;F;0;121199691
203655461;F;0;102265285
203655461;F;0;25312868
203655461;F;0;115689470
203655461;F;0;139740824
203655461;F;0;49591829
203655461;F;0;35454559
203655461;F;0;126100310
203655461;F;0;135209264
203655461;F;0;87008668
203655461;F;0;45064245
203655461;F;0;71029055
203655461;F;0;84513030
203655461;F;0;85369870
203655461;F;0;105976601
203655461;F;0;137786796
203655461;F;0;140218594
203655461;F;0;117558460
203655461;F;0;140431197
203655461;F;0;64151692
203655461;F;0;87123942
203655461;F;0;138216263
203655461;F;0;68129592
203655461;F;0;131496797
203655461;F;0;29559271
203655461;F;0;124828314
203655461;F;0;123136213
203655461;F;0;139568400
203655461;F;0;102799925
203655461;F;0;44902492
203655461;F;0;33842750
203655461;F;0;94348121
203655461;F;0;110201763
203655461;F;0;140292690
203655461;F;0;10175642
203655461;F;0;136798187
203655461;F;0;126100569
203655461;F;0;47551578
203655461;F;0;33338722
203655461;F;0;54913159
203655461;F;0;137721105
203655461;F;0;96976170
203655461;F;0;136958443
203655461;F;0;121992689
203655461;F;0;61888199
203655461;F;0;58596644
203655461;F;0;122831357
203655461;F;0;126890872
203655461;F;0;130562906
203655461;F;0;31752409
203655461;F;0;53616464
203655461;F;0;33874468
203655461;F;0;74144008
203655461;F;0;131923632
203655461;F;0;53261322
203655461;F;0;42307767
203655461;F;0;73906110
203655461;F;0;84152154
203655461;F;0;130515799
203655461;F;0;118840613
203655461;F;0;133142275
203655461;F;0;127925061
203655461;F;0;107809898
203655461;F;0;108009763
203655461;F;0;121314701
203655461;F;0;121766172
203655461;F;0;101436686
203655461;F;0;32349876
203655461;F;0;137951272
203655461;F;0;23616160
203655461;F;0;28716363
203655461;F;0;41883468
203655461;F;0;94448053
203655461;F;0;130960400
203655461;F;0;27179774
203655461;F;0;112255495
203655461;F;0;133081334
203655461;F;0;34167068
203655461;F;0;48198377
203655461;F;0;40529013
203655461;F;0;38369918
203655461;F;0;48459240
203655461;F;0;54436227
203655461;F;0;43866686
422614706;F;0;113757050
207482836;M;17;57041008
207482836;M;17;115292389
207482836;M;17;135447347
207482836;M;17;51477462
207482836;M;17;140080046
207482836;M;17;77533426
207482836;M;17;140892492
207482836;M;17;118716729
207482836;M;17;71483384
207482836;M;17;43894426
207482836;M;17;136509497
207482836;M;17;39294438
207482836;M;17;126823151
207482836;M;17;142936509
207482836;M;17;24344295
207482836;M;17;131321821
207482836;M;17;65100902
207482836;M;17;66678575
207482836;M;17;120434028
207482836;M;17;43776215
207482836;M;17;80014026
207482836;M;17;138904091
207482836;M;17;72009603
207482836;M;17;56469749
207482836;M;17;53491143
207482836;M;17;30957440
207482836;M;17;118755901
207482836;M;17;75758681
207482836;M;17;84951819
207482836;M;17;65839739
207482836;M;17;76278557
207482836;M;17;26720261
207482836;M;17;56463119
207482836;M;17;56956552
207482836;M;17;56722597
207482836;M;17;108629206
207482836;M;17;74950014
207482836;M;17;128129878
207482836;M;17;41063
207482836;M;17;115728177
207482836;M;17;69778868
207482836;M;17;136353739
207482836;M;17;80510904
207482836;M;17;71661523
207482836;M;17;31872836
207482836;M;17;128998461
207482836;M;17;76293914
207482836;M;17;55976158
207482836;M;17;103167979
207482836;M;17;119445317
207482836;M;17;130656350
207482836;M;17;122080220
207482836;M;17;106192256
207482836;M;17;46237598
207482836;M;17;42780867
207482836;M;17;104531781
207482836;M;17;107845381
207482836;M;17;100662950
207482836;M;17;51383409
207482836;M;17;19580115
207482836;M;17;30637940
207482836;M;17;58351995
207482836;M;17;96693182
207482836;M;17;80182666
207482836;M;17;55867850
207482836;M;17;19442426
98402006;M;0;32747675
98402006;M;0;36792820
98402006;M;0;39243732
98402006;M;0;69452641
98402006;M;0;143826157
98402006;M;0;40800148
98402006;M;0;132628072
98402006;M;0;31177966
98402006;M;0;31128331
98402006;M;0;84838988
98402006;M;0;88733659
98402006;M;0;115037408
98402006;M;0;37735548
98402006;M;0;31976785
98402006;M;0;36541026
98402006;M;0;47679753
98402006;M;0;127925061
98402006;M;0;51362846
98402006;M;0;22741084
98402006;M;0;86284414
98402006;M;0;22079806
98402006;M;0;26669044
98402006;M;0;23911394
98402006;M;0;119220096
98402006;M;0;38861951
98402006;M;0;81700902
98402006;M;0;27088252
98402006;M;0;67244860
98402006;M;0;113090777
98402006;M;0;22222333
98402006;M;0;45441631
98402006;M;0;122503582
98402006;M;0;34528525
98402006;M;0;54625313
98402006;M;0;62621848
98402006;M;0;111162579
98402006;M;0;27895931
98402006;M;0;46179420
98402006;M;0;26419239
98402006;M;0;118209109
98402006;M;0;59804801
98402006;M;0;49849615
98402006;M;0;38290762
98402006;M;0;31025373
98402006;M;0;50983413
98402006;M;0;51603472
98402006;M;0;20629724
98402006;M;0;64694778
98402006;M;0;52888254
98402006;M;0;383476
98402006;M;0;8862419
98402006;M;0;28866484
98402006;M;0;18284075
98402006;M;0;34300760
98402006;M;0;18496184
98402006;M;0;15721446
98402006;M;0;53997646
98402006;M;0;10378955
98402006;M;0;36507793
98402006;M;0;18214251
98402006;M;0;39740535
98402006;M;0;40575907
98402006;M;0;42320333
98402006;M;0;46952028
98402006;M;0;23308460
98402006;M;0;23378353
98402006;M;0;43688579
98402006;M;0;34183390
98402006;M;0;777148
98402006;M;0;8627502
98402006;M;0;57187194
98402006;M;0;26163284
98402006;M;0;30637940
98402006;M;0;50892875
98402006;M;0;26567649
98402006;M;0;46583541
98402006;M;0;31169725
98402006;M;0;44627152
98402006;M;0;63953811
98402006;M;0;89493
98402006;M;0;245623
98402006;M;0;448331
98402006;M;0;1268449
98402006;M;0;3264793
98402006;M;0;10045027
98402006;M;0;12382740
98402006;M;0;15785121
98402006;M;0;22013228
98402006;M;0;22798006
98402006;M;0;22822305
98402006;M;0;23141743
98402006;M;0;23471538
98402006;M;0;24172938
98402006;M;0;24723735
98402006;M;0;24732375
98402006;M;0;27901440
98402006;M;0;28293246
98402006;M;0;29058619
98402006;M;0;29232545
98402006;M;0;29719573
98402006;M;0;29846359
98402006;M;0;30039087
98402006;M;0;30318830
98402006;M;0;30429354
98402006;M;0;30559917
98402006;M;0;30602036
98402006;M;0;30957440
98402006;M;0;31032454
98402006;M;0;31547740
98402006;M;0;31876338
98402006;M;0;32275859
98402006;M;0;32413122
98402006;M;0;32414643
98402006;M;0;33050910
98402006;M;0;33353770
98402006;M;0;33409110
98402006;M;0;33755756
98402006;M;0;33812822
98402006;M;0;33839375
98402006;M;0;33947137
98402006;M;0;34137285
98402006;M;0;34188307
98402006;M;0;34214308
98402006;M;0;34448961
98402006;M;0;34674900
98402006;M;0;34915189
98402006;M;0;34964358
98402006;M;0;35114569
98402006;M;0;35473961
98402006;M;0;35576322
98402006;M;0;35736253
98402006;M;0;35748704
98402006;M;0;35807044
98402006;M;0;35854043
98402006;M;0;35979047
98402006;M;0;36047336
98402006;M;0;36285605
98402006;M;0;36373912
98402006;M;0;36684507
98402006;M;0;36728655
98402006;M;0;36868476
98402006;M;0;36959676
98402006;M;0;37190761
98402006;M;0;38022650
98402006;M;0;38221212
98402006;M;0;38310026
98402006;M;0;38522062
98402006;M;0;38624893
98402006;M;0;39036897
98402006;M;0;39236729
98402006;M;0;39410028
98402006;M;0;39447662
98402006;M;0;39748345
98402006;M;0;40020304
98402006;M;0;40054929
98402006;M;0;40157327
98402006;M;0;40607937
98402006;M;0;40897649
98402006;M;0;41035449
98402006;M;0;41091051
98402006;M;0;41109472
98402006;M;0;41525215
98402006;M;0;42072344
98402006;M;0;42307767
98402006;M;0;42510378
98402006;M;0;42678864
98402006;M;0;42763042
98402006;M;0;43606005
98402006;M;0;43691117
98402006;M;0;44232142
98402006;M;0;44236056
98402006;M;0;44278061
98402006;M;0;44643638
98402006;M;0;44687571
98402006;M;0;45595714
98402006;M;0;45608667
98402006;M;0;45674666
98402006;M;0;48059329
98402006;M;0;48236583
98402006;M;0;48272738
98402006;M;0;48868052
98402006;M;0;48982789
98402006;M;0;49055464
98402006;M;0;50026827
98402006;M;0;50931944
98402006;M;0;51609690
98402006;M;0;54365037
98402006;M;0;54693522
98402006;M;0;55156099
98402006;M;0;55819057
98402006;M;0;56294789
98402006;M;0;56433000
98402006;M;0;57173786
98402006;M;0;57445402
98402006;M;0;58813580
98402006;M;0;59861536
98402006;M;0;59984410
98402006;M;0;59997009
98402006;M;0;62006219
98402006;M;0;62048312
98402006;M;0;62604176
98402006;M;0;63133420
98402006;M;0;64299218
98402006;M;0;64717635
98402006;M;0;65255601
98402006;M;0;67352324
98402006;M;0;67853103
98402006;M;0;70091630
98402006;M;0;71884504
98402006;M;0;73297603
98402006;M;0;76896155
98402006;M;0;77366681
98402006;M;0;77513034
98402006;M;0;77972302
98402006;M;0;90970169
98402006;M;0;91991150
98402006;M;0;92605634
635363;M;0;141912355
635363;M;0;34298047
635363;M;0;56130326
635363;M;0;63012929
635363;M;0;143840379
635363;M;0;57846937
635363;M;0;32370614
635363;M;0;28878216
635363;M;0;24699245
635363;M;0;53616464
635363;M;0;139818261
635363;M;0;91780871
635363;M;0;96248117
635363;M;0;93852703
635363;M;0;59091877
635363;M;0;17527497
635363;M;0;31976785
635363;M;0;86747483
635363;M;0;30602036
635363;M;0;31234561
635363;M;0;36775802
635363;M;0;72605916
635363;M;0;60550612
635363;M;0;40518256
635363;M;0;29302425
635363;M;0;43901086
635363;M;0;100419172
635363;M;0;94302419
635363;M;0;25397178
635363;M;0;115426434
635363;M;0;102928811
635363;M;0;84873958
635363;M;0;8993621
635363;M;0;71845312
635363;M;0;58690425
635363;M;0;75745272
635363;M;0;58010960
635363;M;0;43001537
635363;M;0;125902809
635363;M;0;34448022
